Step,Current Stock Price,Action,Buy and Hold Portfolio Value,DQN Agent Portfolio Value
192,426.38,6,52694.392972459194,52575.932999999975
193,426.35,5,52690.68540693273,52573.74299999998
194,426.245,4,52677.7089275901,52564.81799999997
195,426.275,7,52681.416493116565,52567.57799999997
196,426.315,1,52686.359913818516,52570.89799999997
197,426.325,5,52687.595768994004,52571.74799999998
198,426.246,7,52677.83251310765,52564.32199999997
199,426.325,8,52687.595768994004,52571.036999999975
200,426.459,0,52704.15622834555,52580.818999999974
201,426.405,1,52697.48261039791,52576.87699999998
202,426.385,4,52695.01090004693,52575.37699999998
203,426.33,8,52688.21369658175,52570.756999999976
204,426.434,5,52701.06659040683,52578.24499999998
205,426.416,4,52698.84205109095,52576.73299999998
206,426.434,1,52701.06659040683,52578.37099999997
207,426.355,3,52691.303334520475,52571.10299999998
208,426.459,8,52704.15622834555,52581.08699999997
209,426.484,9,52707.24586628426,52583.13699999997
210,426.405,0,52697.48261039791,52577.92299999997
211,426.554,9,52715.89685251268,52587.75699999997
212,426.489,9,52707.863793872006,52584.311999999976
213,426.564,4,52717.13270768817,52587.536999999975
214,426.664,5,52729.49125944305,52593.436999999976
215,426.654,7,52728.25540426756,52592.686999999976
216,426.514,7,52710.95343181073,52583.16699999997
217,426.355,7,52691.303334520475,52573.30899999998
218,426.285,2,52682.65234829206,52569.38899999998
219,425.956,8,52641.9927130185,52548.99099999998
220,426.006,10,52648.171988895934,52551.640999999974
221,426.146,7,52665.47396135277,52557.24099999998
222,426.046,7,52653.11540959789,52553.640999999974
223,426.06,5,52654.84560684358,52554.102999999974
224,426.134,4,52663.99093514219,52558.17299999998
225,426.086,7,52658.058830299844,52554.908999999985
226,425.956,7,52641.9927130185,52546.84899999998
227,426.006,8,52648.171988895934,52549.648999999976
228,426.096,9,52659.29468547533,52553.96899999998
229,425.986,7,52645.70027854496,52549.678999999975
230,426.016,3,52649.40784407143,52550.75899999998
231,426.096,4,52659.29468547533,52554.678999999975
232,426.255,9,52678.94478276559,52564.695999999974
233,426.285,5,52682.65234829206,52566.22599999998
234,426.375,5,52693.77504487145,52572.43599999997
235,426.464,9,52704.77415593329,52579.73399999998
236,426.415,5,52698.7184655734,52576.49999999998
237,426.443,3,52702.17886006476,52578.739999999976
238,426.407,2,52697.72978143301,52575.64399999997
239,426.28,3,52682.03442070431,52564.34099999997
240,426.305,8,52685.12405864303,52566.69099999998
241,426.337,8,52689.078795204594,52569.250999999975
242,426.375,3,52693.77504487145,52571.83499999998
243,426.489,9,52707.863793872006,52580.498999999974
244,426.574,5,52718.36856286366,52585.68399999998
245,426.614,5,52723.31198356561,52588.72399999997
246,426.488,8,52707.740208354466,52577.76199999997
247,426.549,7,52715.27892492494,52582.27599999997
248,426.634,5,52725.783693916586,52587.970999999976
249,426.589,2,52720.22234562689,52584.32599999998
250,426.654,7,52728.25540426756,52589.85099999997
251,426.614,4,52723.31198356561,52586.77099999998
252,426.624,6,52724.547838741106,52587.63099999998
253,426.594,0,52720.840273214635,52585.17099999997
254,426.636,7,52726.03086495169,52588.614999999976
255,426.689,7,52732.58089738178,52592.53699999998
256,426.679,2,52731.34504220628,52591.86699999998
257,426.743,5,52739.254515329405,52596.47499999998
258,426.753,6,52740.49037050489,52597.31499999997
259,426.763,1,52741.72622568038,52598.114999999976
260,426.803,3,52746.66964638233,52601.394999999975
261,426.751,5,52740.2431994698,52596.818999999974
262,426.703,1,52734.311094627454,52592.210999999974
263,426.674,3,52730.72711461854,52589.39799999997
264,426.674,3,52730.72711461854,52589.39799999997
265,426.793,7,52745.43379120685,52601.65499999998
266,426.624,7,52724.547838741106,52585.93799999997
267,426.584,2,52719.60441803915,52582.57799999997
268,426.474,6,52706.01001110878,52573.00799999997
269,426.584,7,52719.60441803915,52582.13799999998
270,426.675,9,52730.85070013609,52588.962999999974
271,426.745,8,52739.50168636451,52593.16299999997
272,426.903,7,52759.02819813722,52601.220999999976
273,426.953,2,52765.207474014656,52603.52099999998
274,426.982,0,52768.79145402357,52605.057999999975
275,427.012,6,52772.499019550036,52606.64799999997
276,427.002,0,52771.26316437455,52606.13799999998
277,426.985,1,52769.16221057622,52605.27099999998
278,427.052,8,52777.44244025199,52608.88899999998
279,427.102,7,52783.621716129426,52611.18899999997
280,426.893,3,52757.79234296172,52602.41099999998
281,426.783,5,52744.19793603136,52596.470999999976
282,426.694,0,52733.19882496952,52590.15199999997
283,426.798,7,52746.051718794595,52597.53599999998
284,426.793,3,52745.43379120685,52597.21599999997
285,426.895,7,52758.039513996824,52604.55999999997
286,426.873,0,52755.320632610754,52603.129999999976
287,427.022,7,52773.734874725524,52612.81499999997
288,427.037,6,52775.588657488755,52613.69999999997
289,426.963,7,52766.443329190144,52609.481999999975
290,426.963,10,52766.443329190144,52609.481999999975
291,427.012,1,52772.499019550036,52611.392999999975
292,426.898,1,52758.41027054947,52606.49099999997
293,426.904,9,52759.151783654765,52606.77299999997
